"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","학교구분","학년구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천필요여부 상세내용","제출서류 상세내용","홈페이지주소","모집시작일","모집종료일"
"591 ","재단법인청송군인재육성장학회","청송인재양성원입학우수장학생","지자체(출자출연기관)","장학금","지역연고","일반고","해당없음","해당없음","해당없음","○ 1위 : 100만원○ 2위 : 70만원○ 3위 : 50만원","○ 관내 고등학교 신입생 및 재학생 중 2026년 청송인재양성원 수강생 선발시험 성적 우수자","○ 선발 공고일 현재 부모 또는 보호자의 주민등록이 청송군 내에 있고 관내 학교에 재학 중인 자","※ 기관확인필요","※ 기관확인필요","○ 국가 또는 지방자치단체/ 공공단체 및 민간단체로부터 본 장학회에서 지급하는 장학금의 300% 이상을 받은 자 제외※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 청송인재양성원에서 추천","○ 장학금지급신청서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.csjanghak.or.kr/","2026-02-02","2026-02-27"
"592 ","재단법인청송군인재육성장학회","저소득층자녀장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고체육고","해당없음","○ (신입생) 관내 고등학교 최종 내신 성적이 100분의 30 이내○ (재학생) 직전 학년(1·2학기 전체) 성적이 100분의 30 이내","○ 국민기초생활보장수급 및 차상위 자녀","○ 100만원","○ 관내 중학교를 졸업하고 관내 고등학교에 입학하는 학생 또는 관내 고등학교 재학생(2~3학년)","○ 공고일 현재 부모 또는 보호자가 1년 이상 계속하여 청송군에 주민등록이 되어 있는 학생","※ 기관확인필요","※ 기관확인필요","○ 국가 또는 지방자치단체/ 공공단체 및 민간단체로부터 본 장학회에서 지급하는 장학금의 300% 이상을 받은 자 제외※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 학교장 추천","○ 장학생지원신청서○ 장학금지급신청서○ 주민등록초본○ 가족관계증명서○ 성적증명서○ 장학생추천서○ 국민기초생활수급자증명서 및 차상위계층증명서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.csjanghak.or.kr/","2026-02-02","2026-02-27"
"593 ","재단법인청송군인재육성장학회","다자녀가정특별장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고체육고","해당없음","해당없음","해당없음","○ 100만원","○ 다자녀가정 특별 장학생: 세 자녀 이상을 둔 가정의 셋째 자녀부터 신청가능○ 관내·외 고등학교 재학생 성적 제한 없음","○ 공고일 현재 부모 또는 보호자가 1년 이상 계속하여 청송군에 주민등록이 되어 있는 학생","※ 기관확인필요","※ 기관확인필요","○ 국가 또는 지방자치단체/ 공공단체 및 민간단체로부터 본 장학회에서 지급하는 장학금의 300% 이상을 받은 자 제외※ 자세한 사항은 첨부파일 또는 홈페이지 참고","해당없음","○ 장학생지원신청서○ 장학금지급신청서○ 재학증명서○ 주민등록초본○ 가족관계증명서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.csjanghak.or.kr/","2026-02-02","2026-02-27"
"594 ","재단법인청송군인재육성장학회","지역고등학교살리기장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고체육고","해당없음","○ (신입생) 중학교 3학년의 현원 수에 비례하여 10명 당 1명을 배정하며 1~3등까지 추천○ (재학생) 해당 학년 상위 30% 성적 유지 시 선발","해당없음","○ 200만원","○ (신입생) 관내 고등학교에 진학한 관내 중학교 3학년 성적우수자○ (재학생) 이전 관내 고등학교 살리기 장학생으로 선발된 자","○ 공고일 현재 부모 또는 보호자가 1년 이상 계속하여 청송군에 주민등록이 되어 있는 학생","○ 적격자에 한해 이사회에서 심의 의결","※ 기관확인필요","○ 국가 또는 지방자치단체 공공단체 및 민간단체로부터 본 장학회에서 지급하는 장학금의 300% 이상을 받은 자 제외○ 청송군인재육성장학회 내의 장학금과 중복지급 가능(포상금 성격)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 학교장 추천","○ 장학생추천서○ 장학금지급신청서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.csjanghak.or.kr/","2026-02-02","2026-02-27"
"595 ","재단법인청송군인재육성장학회","의사상자자녀장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","해당없음","해당없음","※ 기관확인필요","○ 직무 외의 행위로서 구조행위를 하다가 사망 또는 신체상 부상을 입은 사람으로 보건복지부장관이「의사상자 등 예우 및 지원에 관한 법률·시행령」에 따라 의사상자로 인정한 사람의 자녀○ 청송군민이 의로운 행위를 하다가 의사상자가 된 경우○ 군에 주소를 두지 아니한 사람이 군 관할구역 내에서 의로운 행위를 하다가 의사상자가 된 경우","해당없음","※ 기관확인필요","※ 기관확인필요","○ 2026년 2월 졸업(예정)자 및 2026년 휴학중(예정)인 자○ 만 35세 이상○ 국가 또는 지방자치단체·공공단체 및 민간단체로부터 본 장학회에서 지급하는 장학금의 300% 이상을 받은 자※ 자세한 사항은 첨부파일 또는 홈페이지 참고","해당없음","○ 장학생지원신청서○ 장학금지급신청서○ 재학증명서○ 가족관계증명서○ 의사상자 인정결과 통보서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.csjanghak.or.kr/","2026-02-02","2026-02-27"
"596 ","재단법인 평택시 장학재단","특기장학생","지자체(출자출연기관)","장학금","특기자","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","해당없음","해당없음","○ 100만원","○ 2024년도 공신력있는기관(정부중앙부처 및 지자체 등) 주최한 대회에서 장려 또는 3위 이상 입상한 자(관련기관 및 협회 포함)","○ 공고일 기준 평택시에 주민등록을 두고 1년이상 거주하고 있는 시민 또는 시민의 자녀","○ 수상실적 100% 가산점(다자녀/ 자원봉사/ 장애인)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 20명※ 대학생 선발인원 포함","해당없음","해당없음","○ 신청서○ 재학증명서○ 주민등록표 초본(주소변동사항 포함 발급)○ 가족관계증명서○ 기능 및 예체능 분야 수상 증명(확인)서○ 2022년 자원봉사실적 확인서(해당자)○ 장애인증명서(해당자)○ 법정대리인동의서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.ptsf.or.kr","2025-05-12","2025-05-23"
"597 ","(재) 창원시장학회","고등학교 장학금","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고체육고","해당없음","○ 해당없음","○ 해당없음","○ 50만원","○ 창원시 소재 고등학교 재학생(학년 구분 없음) 중 해당 고등학교장이 추천한 자","○ 본인 또는 부모 중 한사람의 주소가 공고일 기준 창원시에 등록되어야 함","※ 기관확인필요","○ 고등학교 장학금 192명","○ 타 장학금과 중북 지원 불가","○ 학교장 추천","○ 장학금 지원 신청서 개인 작성○ 우편접수 시 해당 학교장의 공문 필히 첨부○ 부모님 통장사본 및 주민등록등본 1통※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.jhjh.or.kr","2026-03-06","2026-03-27"
"598 ","(재) 창원시장학회","해외문화탐방 장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고체육고","해당없음","○ 해당없음","○ 해당없음","○ 140만원","○ 창원시 50개 고등학교 2학년 재학생 중 모범적인 학생 ","○ 본인 또는 부모 중 한사람의 주소가 공고일 기준 창원시에 등록되어야 함","○ 해당없음","○ 50명","○ 해외 여행에 결격사유가 없는 학생","○ 해당 학교장 추천","○ 신청서○ 해당 학교장의 공문○ 여권 사본","해당없음","2026-03-06","2026-03-27"
"599 ","부용장학재단","장학금","기타","장학금","기타","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","해당없음","해당없음","※ 기관확인필요","※ 기관확인필요","해당없음","※ 기관확인필요","※ 기관확인필요","※ 기관확인필요","해당없음","○ 2025학년도 성적증명서 1통○ 주민등록등본 1통 (신규 장학생만 제출)○ 입학 확인서 또는 합격통지서 1부○ 중학교 생활기록부 1부※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://cafe.daum.net/buyongsf","2026-02-04","2026-02-12"
"600 ","황해도장학회","장학생","기타","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","해당없음","해당없음","○ 50만원","○ 향토 사업에 참여하여 청년회 및 후계세대 활동 및 애향활동을 하고 있는 자","○ 황해도 출신자 또는 자녀","○ 황해도 각 시/군 및 기관단체에서 선발※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 00명","해당없음","해당없음","○ 장학금 지원 신청서○ 청년회 및 후계세대 활동 서약서○ 장학금 지원 신청인의 공적사항 또는 활동계획서○ 제적등본 또는 가족관계증명서 중 1부※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.ibuk5do.go.kr/5do/frt/main.do","2025-05-12","2025-05-30"
"601 ","대사습기능후원회","장학생","기타","장학금","특기자","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","해당없음","해당없음","○ 각 70만원","○ 전국 고등학교 재학생 중 국악 전공자○ 대사습놀이학생전국대회 각 부문 장원자로서 우리 국악의 후계자로 재능이 뛰어난 자○ 국악발전에 현저한 공이 있는 국악예술인의 자녀로서 국악에 전심하며 성적이 우수하고 품행이 단정한 자○ 우리나라 국악예술 발전/ 계승에 자질이 인정되며 장래가 유망한 자※ 자세한 사항은 첨부파일 또는 홈페이지 참고","해당없음","※ 기관확인필요","○ 5명","○ 타 기관 및 단체 장학금 수여자 제외","해당없음","○ 추천서 ○ 주민등록등본 1부 ○ 재학증명서 1부 ○ 생활기록부○ 본인명의 통장 사본 1부※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.jjdss.or.kr/index.php","2025-11-27","2025-12-10"
"602 ","중소기업사랑나눔재단","희망드림장학","공공기관","장학금","해당없음","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","해당없음","해당없음","○ 1인 200만원","○ 중소기업 임직원 중 고교생 자녀를 둔 한부모 가정","해당없음","※ 기관확인필요","○ 총 100명","○ 1가구당 1자녀만 신청 가능하며 2자녀 이상 신청시 서류 탈락 처리○ 신청서 및 제출서류 허위 사실 발견 시 탈락 처리○ 장학금 전달식 필수 참석○ 생활기록부 제출 시 석차등급이 포함되어있어야 함※ 자세한 사항은 첨부파일 또는 홈페이지 참고","해당없음","○ 부모명의 가족관계증명서 (부모)○ 2025년 건강보험자격득실확인서 (부모)○ 2025년 건강보험료 납부확인서 (부모)○ 생활기록부 (자녀)○ 2025년 수상내역 (자녀)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","https://csr.kbiz.or.kr/business/businessboardNo=387","2025-12-22","2026-01-09"
